Name,Taxon_ID,Accession_Number,Length
Pseudomonas aeruginosa,287,RKG14657.1,237
Pseudomonas aeruginosa,287,RKG13765.1,237
Pseudomonas aeruginosa,287,RKF99874.1,237
Pseudomonas aeruginosa,287,RKF97501.1,237
Agrobacterium tumefaciens,358,RKF39289.1,202
Agrobacterium tumefaciens,358,RKF35450.1,204
Agrobacterium tumefaciens,358,RKF31268.1,201
Agrobacterium tumefaciens,358,RKF29664.1,177
Alteromonadaceae bacterium ALS 81,2164068,RKF12838.1,227
Phyllobacteriaceae bacterium StC1,2184161,RKF08633.1,204
Phyllobacteriaceae bacterium StC1,2184161,RKF08487.1,194
Phyllobacteriaceae bacterium StC1,2184161,RKF08098.1,192
Rhizobium sp. AG855,2183898,RKE86562.1,205
Rhizobium sp. AG855,2183898,RKE84850.1,203
Rhizobium sp. AG855,2183898,RKE79167.1,319
Pseudorhodoplanes sinuspersici,1235591,RKE72917.1,211
Pseudomonas aeruginosa,287,KQK57730.1,237
Pseudomonas aeruginosa,287,KQK56632.1,237
Bosea thiooxidans,53254,KQK31625.1,212
Bosea thiooxidans,53254,KQK30736.1,211
Pseudomonas aeruginosa,287,KQJ77034.1,237
Pseudomonas aeruginosa,287,KQJ72958.1,237
Pseudomonas aeruginosa,287,KQJ60845.1,237
Pseudomonas aeruginosa,287,KQJ60810.1,237
Pseudomonas aeruginosa,287,KQJ53448.1,237
Marinomonas fungiae,1137284,WP_055461624.1,224
Chelatococcus,28209,WP_055457401.1,204
Chelatococcus,28209,WP_055457293.1,221
Chelatococcus,28209,WP_055457292.1,204
Vibrio fluvialis,676,WP_055453489.1,225
Vibrio fluvialis,676,KQH88496.1,225
Vibrio furnissii,29494,KQH86918.1,220
Pseudomonas aeruginosa,287,WP_055315017.1,237
Pseudomonas aeruginosa,287,KQC73372.1,237
Pseudomonas aeruginosa,287,KQC72487.1,237
Pseudomonas aeruginosa,287,KQC58982.1,237
Pseudomonas aeruginosa,287,KQC57661.1,237
Pseudomonas aeruginosa,287,KQC52460.1,237
Caulobacter henricii,69395,ALL14892.1,276
Labrenzia alba,311410,WP_055116117.1,325
Labrenzia alba,311410,WP_055116078.1,204
Labrenzia alba,311410,WP_055113300.1,244
Vibrio metoecus,1481663,WP_055050209.1,220
Devosia sp. A16,1736675,WP_055049300.1,208
Blastochloris viridis,1079,WP_055037191.1,224
Vibrio metoecus,1481663,WP_055031851.1,220
Shewanella sp. P1-14-1,1723761,WP_055023320.1,198
Pseudoalteromonas sp. P1-7a,1723755,WP_055020414.1,218
Blastochloris viridis,1079,ALK09392.1,224
Pseudomonas aeruginosa,287,KQB29907.1,237
Pseudoalteromonas sp. P1-25,1723758,WP_055017863.1,218
Pseudoalteromonas,53246,WP_055016716.1,235
Vibrio metoecus,1481663,KQB09931.1,220
Vibrio metoecus,1481663,KQB04728.1,220
Vibrio metoecus,1481663,KQB00827.1,220
Vibrio metoecus,1481663,KQA99132.1,220
Vibrio cholerae,666,KQA95868.1,220
Vibrio cholerae,666,KQA93966.1,220
Vibrio cholerae,666,KQA88708.1,220
Vibrio cholerae,666,KQA85323.1,220
Vibrio cholerae,666,KQA83098.1,220
Vibrio cholerae,666,KQA77530.1,220
Vibrio cholerae,666,KQA76710.1,220
Vibrio cholerae,666,KQA70821.1,220
Vibrio cholerae,666,KQA67407.1,220
Vibrio cholerae,666,KQA62954.1,220
Neorhizobium galegae bv. officinalis,323656,CDZ36036.1,325
Neorhizobium galegae bv. officinalis,323656,CDZ34092.1,325
Neorhizobium galegae bv. officinalis,323656,CDZ48044.1,325
Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141,1028801,CDN55697.1,325
Neorhizobium galegae bv. orientalis str. HAMBI 540,1028800,CDN49608.1,325
Novosphingobium tardaugens,169176,WP_021690401.1,291
Novosphingobium tardaugens NBRC 16725,1219035,GAD49495.1,291
Thermoplasmatales archaeon BRNA1,1054217,WP_015492349.1,259
Nitratireductor indicus,721133,WP_009755835.1,313
Rhizobium sp. CF122,1144312,WP_007789227.1,318
Thermoplasmatales archaeon BRNA1,1054217,AGI47832.1,259
Nitratireductor indicus C115,1231190,EKF44588.1,313
Rhizobium sp. CF122,1144312,EJL57720.1,318
Comamonas sp. SCN 65-56,1660095,ODS94023.1,133
Comamonadaceae bacterium A1,1458425,WP_045532736.1,133
Comamonadaceae bacterium A1,1458425,BAO82050.1,135
Phycicoccus dokdonensis,443156,WP_091786232.1,421
Phycicoccus dokdonensis,443156,SDP48597.1,421
Candidatus Bathyarchaeota archaeon,2026714,RJS90122.1,357
Tistlia consotensis,1321365,SNR79323.1,201
Tistlia consotensis,1321365,WP_085124141.1,201
Tistlia consotensis USBA 355,560819,SMF45772.1,201
Cynoglossus semilaevis,244447,XP_008336197.3,264
Mycolicibacterium phlei DSM 43239 = CCUG 21000,1226750,KXW66269.1,184
Mycolicibacterium phlei RIVM601174,1150599,EID10264.1,184
Tetragenococcus solitarius,71453,WP_068710352.1,140
Bacteroidetes bacterium OLB8,1617419,KXK21141.1,385
Mesorhizobium sp. WSM1497,278153,ARP63758.1,309
Mesorhizobium sp. WSM1497,278153,WP_064995657.1,309
Mesorhizobium ciceri,39645,WP_063172995.1,309
Mesorhizobium ciceri,39645,WP_063168900.1,309
Mesorhizobium ciceri biovar biserrulae,278148,AMY02115.1,309
Mesorhizobium ciceri,39645,AMX94583.1,309
Mesorhizobium sp. WSM1293,1040984,WP_027161459.1,309
Mesorhizobium ciceri,39645,WP_024502653.1,309
Mesorhizobium ciceri,39645,WP_013529848.1,309
Mesorhizobium ciceri biovar biserrulae WSM1271,765698,YP_004141210.1,309
Mesorhizobium ciceri biovar biserrulae WSM1271,765698,ADV11160.1,309
Latimeria chalumnae,7897,XP_006004267.1,586
Janthinobacterium sp. 78,2135631,WP_116745076.1,747
Janthinobacterium lividum,29581,STR26987.1,747
Janthinobacterium sp. 78,2135631,PVX37412.1,747
Janthinobacterium sp. AD80,1528773,WP_102294455.1,747
Janthinobacterium sp. AD80,1528773,PMQ16098.1,747
Janthinobacterium sp. 35,2035210,WP_099763044.1,747
Janthinobacterium sp. 35,2035210,PIG29767.1,747
Janthinobacterium sp. BJB304,1572871,WP_099410952.1,747
Janthinobacterium sp. BJB312,1560197,WP_099400386.1,749
Janthinobacterium sp. BJB426,2048010,WP_099378312.1,747
Janthinobacterium sp. BJB304,1572871,PHV37023.1,747
Methylobacterium sp. Leaf93,1736249,KQP07050.1,225
Methylobacterium sp. Leaf99,1736251,KQP06106.1,228
Methylobacterium sp. Leaf99,1736251,KQP06105.1,215
Methylobacterium sp. Leaf91,1736247,KQP00220.1,225
Methylobacterium sp. Leaf92,1736248,KQO94766.1,219
Methylobacterium sp. Leaf92,1736248,KQO94765.1,234
Methylobacterium sp. Leaf91,1736247,KQO91601.1,208
Methylobacterium sp. Leaf91,1736247,KQO91568.1,240
Methylobacterium sp. Leaf92,1736248,KQO87380.1,222
Methylobacterium sp. Leaf90,1736246,KQO86911.1,234
Methylobacterium sp. Leaf90,1736246,KQO86910.1,219
Rhizobium sp. Leaf262,1736312,KQO80871.1,193
Rhizobium sp. Leaf262,1736312,KQO80811.1,202
Rhizobium sp. Leaf262,1736312,KQO76950.1,204
Methylobacterium sp. Leaf90,1736246,KQO76710.1,222
Methylobacterium sp. Leaf89,1736245,KQO72417.1,228
Methylobacterium sp. Leaf89,1736245,KQO72416.1,207
Methylobacterium sp. Leaf87,1736243,KQO70366.1,242
Methylobacterium sp. Leaf88,1736244,KQO70109.1,219
Methylobacterium sp. Leaf89,1736245,KQO68217.1,219
Methylobacterium sp. Leaf88,1736244,KQO62630.1,228
Methylobacterium sp. Leaf88,1736244,KQO62629.1,207
Methylobacterium sp. Leaf86,1736242,KQO60479.1,225
Methylobacterium sp. Leaf85,1736241,KQO54544.1,225
Methylobacterium sp. Leaf85,1736241,KQO53353.1,208
Methylobacterium sp. Leaf85,1736241,KQO53279.1,227
Methylobacterium sp. Leaf86,1736242,KQO50937.1,208
Methylobacterium sp. Leaf86,1736242,KQO50914.1,240
Pseudomonas sp. Leaf83,1736239,KQO28943.1,226
Rhizobium sp. Leaf68,1736231,KQN87608.1,203
Rhizobium sp. Leaf68,1736231,KQN83405.1,204
Devosia sp. Leaf64,1736229,KQN74990.1,185
Devosia sp. Leaf64,1736229,KQN74986.1,185
Devosia sp. Leaf64,1736229,KQN74183.1,207
Pseudomonas sp. Leaf58,1736226,KQN63231.1,230
Pseudomonas sp. Leaf48,1736221,KQN50745.1,235
Pseudomonas sp. Leaf48,1736221,KQN49648.1,230
Pseudomonas sp. Leaf15,1735680,KQM50261.1,230
Rhizobium sp. Leaf202,1735675,KQM34876.1,203
Rhizobium sp. Leaf202,1735675,KQM31945.1,204
Methanomassiliicoccales archaeon RumEn M2,1713725,KQM09836.1,259
Agarivorans gilvus,680279,WP_055734995.1,222
Bosea thiooxidans,53254,WP_055727897.1,211
Labrenzia alba,311410,WP_055677035.1,345
Labrenzia alba,311410,WP_055674356.1,205
Fulvimarina pelagi,217511,BAT31513.1,200
Aureimonas sp. AU22,1638162,BAT29906.1,181
Aurantimonas manganoxydans SI85-9A1,287752,BAT29468.1,200
Aureimonas frigidaquae,424757,BAT28134.1,195
Aurantimonas coralicida,182270,BAT26973.1,200
Kluyvera ascorbata,51288,WP_065356612.1,232
Pseudomonas protegens,380021,OBZ28726.1,230
Pseudomonas protegens,380021,OBZ25836.1,230
Pseudomonas sp. AU11447,1843184,OBY91196.1,233
Pseudomonas sp. AU11447,1843184,OBY89264.1,226
Azoarcus olearius,418699,ANQ83797.1,229
Vibrio parahaemolyticus,670,ANQ59200.1,227
Pseudomonas sp. AU12215,1860123,OBY57571.1,226
Pseudomonas sp. AU12215,1860123,OBY48595.1,233
Pseudomonas aeruginosa,287,OBY44460.1,219
Vibrio natriegens,691,ANQ28363.1,227
Vibrio natriegens,691,ANQ23369.1,227
Vibrio natriegens,691,ANQ18663.1,227
Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,1219067,ANQ15026.1,227
Rhizobium leguminosarum,384,WP_065280051.1,201
Rhizobium leguminosarum,384,WP_065277612.1,199
Pseudomonas fluorescens,294,WP_065261689.1,230
Pseudomonas aeruginosa,287,OBY18793.1,237
Rhizobium leguminosarum,384,ANP87976.1,199
Rhizobium leguminosarum,384,ANP86815.1,199
Rhizobium leguminosarum,384,ANP85684.1,201
Vibrio crassostreae 9CS106,1191300,ANP79020.1,222
Vibrio alginolyticus,663,ANP67888.1,227
Pseudomonas aeruginosa,287,ANP58074.1,237
Rhizobium leguminosarum bv. trifolii,386,OBY05632.1,199
Rhizobium leguminosarum bv. trifolii,386,OBY05324.1,191
Rhizobium leguminosarum bv. trifolii,386,OBY04133.1,201
Rhizobium leguminosarum bv. trifolii,386,OBY04027.1,199
Legionella lansingensis,45067,WP_065236341.1,231
Marinomonas spartinae,1792290,SBS31564.1,225
Vibrio breoganii,553239,WP_065210377.1,222
Shewanella sp. Alg231_23,1827396,WP_065204690.1,235
Vibrio toranzoniae,1194427,SBS29816.1,222
Vibrio breoganii,553239,ANO34143.1,222
Legionella pneumophila,446,ANN94991.1,244
Legionella pneumophila,446,ANN91887.1,244
Bordetella flabilis,463014,ANN78353.1,227
Bordetella bronchialis,463025,ANN71815.1,227
Bordetella bronchialis,463025,ANN66738.1,227
Mesorhizobium loti NZP2037,935546,ANN61782.1,213
Mesorhizobium loti NZP2037,935546,ANN59538.1,206
Mesorhizobium loti NZP2037,935546,ANN59492.1,202
Mesorhizobium loti NZP2037,935546,ANN57547.1,314
Mesorhizobium loti NZP2037,935546,ANN56038.1,204
Vibrio mediterranei,689,SBO09079.1,236
Marinomonas aquimarina,295068,SBS26066.1,231
Photobacterium phosphoreum,659,OBU45134.1,216
Photobacterium damselae,38293,OBU44822.1,220
Photobacterium phosphoreum,659,OBU44368.1,224
Photobacterium phosphoreum,659,OBU36786.1,216
Sphingomonas sp. CF311,2135485,WP_116842326.1,293
Sphingomonas sp. CF311,2135485,WP_116841360.1,291
Pseudomonas aeruginosa,287,WP_116829668.1,237
Pseudomonas aeruginosa,287,WP_116820021.1,237
Labrenzia sp. 011,2171494,WP_116700586.1,205
Fulvimarina sp. 85,2293836,WP_116684304.1,200
Tardiphaga sp. OV697,2135487,WP_116664781.1,207
Tardiphaga sp. OV697,2135487,WP_116661043.1,332
Tardiphaga sp. OV697,2135487,WP_116659895.1,266
Pseudomonas sp. NDM,2170733,WP_116658494.1,230
Pelagibacterium sp. IMCC34151,2248761,WP_116655102.1,207
Methylocystaceae bacterium,2052174,WP_116640897.1,207
Mesorhizobium sp. LA-28,2294114,WP_116625282.1,200
Mesorhizobium sp. LA-28,2294114,WP_116621876.1,210
Candidatus Bathyarchaeota archaeon,2026714,WP_116595515.1,286
Devosia sp. PTEAB7WZ,2135613,WP_116588479.1,191
Devosia sp. PTEAB7WZ,2135613,WP_116588461.1,207
Pectobacterium carotovorum,554,WP_116586602.1,229
Pseudomonas sp. B1(2018),2233856,WP_116583418.1,230
Pseudomonas sp. B1(2018),2233856,WP_116580316.1,235
Caulobacter radicis,2172650,WP_116569686.1,299
Pseudomonas sp. SDI,2170734,WP_116552718.1,230
Leclercia adecarboxylata,83655,RFS80001.1,231
Microvirga sp. KLBC 81,1862707,WP_116532086.1,219
Microvirga sp. KLBC 81,1862707,WP_116531929.1,47
Microvirga sp. KLBC 81,1862707,WP_116531690.1,147
Microvirga sp. KLBC 81,1862707,WP_116531150.1,227
Microvirga sp. KLBC 81,1862707,WP_116531128.1,147
Microvirga sp. KLBC 81,1862707,WP_116531071.1,232
Microvirga sp. KLBC 81,1862707,WP_116529601.1,182
Microvirga sp. KLBC 81,1862707,WP_116529398.1,182
Aeromonas dhakensis,196024,RFS28915.1,240
Aeromonas dhakensis,196024,RFS22271.1,224
Acinetobacter baumannii,470,SVK43496.1,237
Pseudomonas sp. ATCC 13867,1294143,RFQ39810.1,233
Pseudomonas sp. ATCC 13867,1294143,RFQ39585.1,216
Pseudomonas aeruginosa,287,RFQ07750.1,237
Pseudomonas putida,303,RFP98571.1,230
Pseudomonas fluorescens,294,RFP93630.1,230
Wenzhouxiangella sp. 15190,2301225,RFP69705.1,230
Alphaproteobacteria,28211,WP_116494469.1,241
Caulobacter radicis,2172650,WP_116488251.1,289
Zobellella maritima,2059725,WP_116473569.1,228
Sphingomonas sp. L3B27,2175090,WP_116469881.1,223
gamma proteobacterium symbiont of Ctena orbiculata,1968598,WP_116466704.1,164
Bradyrhizobiaceae bacterium,2072420,WP_116459640.1,204
Bradyrhizobiaceae bacterium,2072420,WP_116459543.1,334
gamma proteobacterium symbiont of Ctena orbiculata,1968598,WP_116444697.1,164
Pseudomonas aeruginosa,287,RFM14290.1,237
Pseudomonas aeruginosa,287,RFM08177.1,237
Rhizobium sp. PP-F2F-G20b,2183981,PYE47008.1,206
Rhizobium sp. PP-F2F-G20b,2183981,PYE42485.1,203
Rhizobium sp. PP-WC-1G-195,2135652,PYE36799.1,203
Rhizobium sp. PP-WC-1G-195,2135652,PYE34955.1,206
Rhizobium sp. PP-CC-3A-592,2135647,PYE29571.1,206
Rhizobium sp. PP-CC-3A-592,2135647,PYE28335.1,203
Pseudomonas sp. GV034,2135576,PYE04135.1,233
Pseudomonas aeruginosa,287,AWT30238.1,237
Pseudomonas sp. R2A2,2213057,AWT11850.1,231
Vibrio cholerae,666,PYC99064.1,220
Vibrio cholerae,666,PYC96726.1,220
Vibrio cholerae,666,PYC94806.1,220
Vibrio cholerae,666,PYC85759.1,220
Vibrio cholerae,666,PYC85295.1,220
Vibrio cholerae,666,PYC74841.1,220
Vibrio cholerae,666,PYC64659.1,220
Vibrio cholerae,666,PYC60234.1,220
Vibrio cholerae,666,PYC58681.1,220
Vibrio cholerae,666,PYC55536.1,220
Brucella melitensis,29459,AWT07720.1,195
Brucella melitensis,29459,AWT06652.1,206
Brucella melitensis,29459,AWT05935.1,201
Pseudomonas chlororaphis,587753,PYC42455.1,235
Pseudomonas soli,1306993,PYC37389.1,230
Pseudomonas chlororaphis,587753,PYC30094.1,229
Pseudomonas protegens,380021,PYC28040.1,230
Pseudomonas mosselii,78327,PYC26259.1,233
Pseudomonas alcaligenes,43263,PYC24722.1,232
Pseudomonas jessenii,77298,PYC14097.1,230
Pseudomonas fulva,47880,PYC09032.1,230
Pseudomonas koreensis,198620,PYB99642.1,230
Pseudomonas protegens,380021,PYB95803.1,230
Pseudomonas koreensis,198620,PYB90865.1,230
Pseudomonas sp. MB-090624,2213078,PYB89659.1,230
Pseudomonas fulva,47880,PYB83131.1,230
Pseudomonas soli,1306993,PYB82300.1,233
Rhizobium wuzhouense,1986026,PYB77869.1,205
Rhizobium wuzhouense,1986026,PYB71208.1,203
Rhizobium wuzhouense,1986026,PYB69772.1,319
Pseudomonas sp. LB-090624,2213079,PYB69326.1,230
Legionella pneumophila,446,PYB65731.1,244
Legionella pneumophila,446,PYB64360.1,244
Legionella pneumophila,446,PYB58846.1,244
Legionella pneumophila,446,PYB55141.1,244
Legionella pneumophila,446,PYB53610.1,244
Legionella pneumophila,446,PYB51121.1,244
Legionella pneumophila,446,PYB46346.1,244
Legionella pneumophila,446,PYB45532.1,244
Pseudomonas aeruginosa,287,PYB40661.1,237
Pseudomonas aeruginosa,287,PYB07189.1,237
Alteromonas sp. TMED35,1986603,OUX91808.1,226
Oceanospirillaceae bacterium TMED276,1986785,OUX65012.1,225
Afipia sp. TMED4,1986602,OUX61759.1,206
Afipia sp. TMED4,1986602,OUX60979.1,285
Rhizobiales bacterium TMED143,1986849,OUV90806.1,147
Hyphomonadaceae bacterium TMED125,1986775,OUV66545.1,362
Hyphomicrobiaceae bacterium TMED74,1986774,OUU76785.1,194
Candidatus Puniceispirillum sp. TMED52,1986639,OUU50523.1,147
Candidatus Endolissoclinum sp. TMED37,1986638,OUU17268.1,137
Sphingomonas sp. CDS-1,2004404,WP_087576158.1,352
Pseudoalteromonas sp. A601,1967839,WP_087533803.1,237
Pseudomonas sp. M30-35,1981174,WP_087519039.1,212
Neiella marina,508461,WP_087504391.1,221
Pseudomonas sp. SID14000,1986221,WP_087503423.1,230
Curvibacter sp. AEP1-3,1844971,WP_087495993.1,204
Campylobacter concisus,199,OUT18945.1,218
Campylobacter concisus,199,OUT16542.1,208
Campylobacter concisus,199,OUT16536.1,221
Campylobacter concisus,199,OUT15123.1,218
Campylobacter concisus,199,OUT14604.1,218
Campylobacter concisus,199,OUT11566.1,218
Campylobacter concisus,199,OUT10387.1,220
Campylobacter concisus,199,OUT06941.1,208
Campylobacter concisus,199,OUT06935.1,221
Vibrio mangrovi,474394,WP_087481768.1,220
Pseudomonas putida,303,OUS88621.1,230
Pseudomonas putida,303,OUS86540.1,230
Pseudoalteromonas sp. A601,1967839,OUS69498.1,241
Vibrio campbellii CAIM 519 = NBRC 15631,1224742,ARV75346.1,227
Curvibacter sp. AEP1-3,1844971,ARV19785.1,204
Pseudomonas sp. M30-35,1981174,ARU88004.1,229
Cellvibrio sp. PSBB006,1987723,WP_087465162.1,215
Oleiphilus messinensis,141451,WP_087461925.1,248
Oleiphilus messinensis,141451,WP_087461841.1,220
Sulfurospirillum,57665,WP_087438260.1,215
Desulfovibrio sp. An276,1965618,WP_087350933.1,287
Shewanella sp. SACH,1873135,OUS49963.1,235
Oleispira antarctica,188908,OUS41078.1,222
'Osedax' symbiont bacterium Rs2_46_30_T18,1856298,OUS27474.1,232
Gammaproteobacteria bacterium 45_16_T64,1856297,OUS27089.1,207
Gammaproteobacteria bacterium 50_400_T64,1856294,OUS15404.1,193
Gammaproteobacteria bacterium 42_54_T18,1856293,OUS08764.1,133
Gammaproteobacteria bacterium 42_54_T18,1856293,OUR90128.1,115
Cycloclasticus sp. 44_32_T64,1856282,OUR88328.1,236
Cycloclasticus sp. 44_32_T64,1856282,OUR86232.1,190
Cycloclasticus sp. 46_120_T64,1856281,OUR83028.1,196
Cycloclasticus sp. 46_120_T64,1856281,OUR82150.1,224
Alphaproteobacteria bacterium 46_93_T64,1856292,OUR78594.1,229
Alphaproteobacteria bacterium 46_93_T64,1856292,OUR78591.1,215
Arcobacter sp. 31_11_sub10_T18,1856277,OUR70340.1,213
Aeromonas lusitana,931529,PJC91916.1,237
Vibrio sp. HA2012,1971595,PJC86939.1,228
Sulfurimonas sp. CG_4_8_14_3_um_filter_36_16,1975541,PJC78728.1,204
Zetaproteobacteria bacterium CG_4_8_14_3_um_filter_59_5,1974115,PJC70353.1,234
Piscirickettsiaceae bacterium CG_4_9_14_0_2_um_filter_44_546,1974077,PJC34904.1,222
Sulfurimonas sp. CG_4_9_14_0_2_um_filter_36_407,1975542,PJC26112.1,204
Zetaproteobacteria bacterium CG_4_9_14_0_2_um_filter_59_191,1974116,PJC19448.1,234
Shewanella sp. CG_4_9_14_0_8_um_filter_42_14,1975536,PJB93557.1,200
Shewanella sp. CG_4_9_14_0_8_um_filter_42_14,1975536,PJB93107.1,216
Sulfurimonas sp. CG_4_9_14_0_8_um_filter_36_384,1975543,PJB85475.1,204
Comamonadaceae bacterium CG_4_9_14_3_um_filter_60_33,1973951,PJB44414.1,231
Piscirickettsiaceae bacterium CG_4_9_14_3_um_filter_43_564,1974078,PJA65506.1,222
Zetaproteobacteria bacterium CG_4_9_14_3_um_filter_49_83,1974118,PJA35512.1,215
Zetaproteobacteria bacterium CG_4_9_14_3_um_filter_53_7,1974119,PJA31255.1,252
Zetaproteobacteria bacterium CG_4_9_14_3_um_filter_54_145,1974120,PJA28326.1,231
Piscirickettsiaceae bacterium CG_4_10_14_0_2_um_filter_44_336,1974073,PIZ74871.1,222
Sulfurimonas sp. CG_4_10_14_0_2_um_filter_36_1607,1975539,PIZ61264.1,204
Alphaproteobacteria bacterium CG_4_10_14_0_8_um_filter_53_9,1973898,PIZ31946.1,233
Hydrogenophilales bacterium CG_4_10_14_0_8_um_filter_62_70,1974026,PIY98188.1,215
Piscirickettsiaceae bacterium CG_4_10_14_0_8_um_filter_44_742,1974074,PIY77410.1,222
Shewanella sp. CG_4_10_14_0_8_um_filter_42_13,1975534,PIY68482.1,216
Shewanella sp. CG_4_10_14_0_8_um_filter_42_13,1975534,PIY66562.1,200
Zetaproteobacteria bacterium CG_4_10_14_0_8_um_filter_49_80,1974111,PIY55566.1,215
Zetaproteobacteria bacterium CG_4_10_14_0_8_um_filter_59_127,1974113,PIY46892.1,234
Comamonadaceae bacterium CG_4_10_14_3_um_filter_60_42,1973947,PIY29863.1,231
Piscirickettsiaceae bacterium CG_4_10_14_3_um_filter_44_349,1974075,PIX78591.1,222
Shewanella sp. CG_4_10_14_3_um_filter_42_91,1975535,PIX73130.1,200
Shewanella sp. CG_4_10_14_3_um_filter_42_91,1975535,PIX72517.1,216
Sulfurimonas sp. CG_4_10_14_3_um_filter_36_910,1975540,PIX64489.1,204
Zetaproteobacteria bacterium CG_4_10_14_3_um_filter_54_28,1974114,PIX53516.1,231
Hydrogenophilales bacterium CG_4_8_14_3_um_filter_62_83,1974029,PIX02579.1,215
Piscirickettsiaceae bacterium CG_4_8_14_3_um_filter_44_38,1974076,PIW76824.1,222
Hydrogenophilales bacterium CG12_big_fil_rev_8_21_14_0_65_61_21,1974033,PIW71645.1,215
Shewanella sp. CG12_big_fil_rev_8_21_14_0_65_47_15,1975537,PIW59778.1,235
Piscirickettsiaceae bacterium CG12_big_fil_rev_8_21_14_0_65_44_934,1974080,PIW57802.1,222
Sulfurimonas sp. CG12_big_fil_rev_8_21_14_0_65_36_1453,1975550,PIW51786.1,204
Zetaproteobacteria bacterium CG12_big_fil_rev_8_21_14_0_65_54_13,1974126,PIW51218.1,231
Hydrogenophilales bacterium CG15_BIG_FIL_POST_REV_8_21_14_020_62_31,1974034,PIW38296.1,215
Rhodospirillales bacterium CG15_BIG_FIL_POST_REV_8_21_14_020_66_15,1974092,PIW25836.1,230
Sulfurimonas sp. CG15_BIG_FIL_POST_REV_8_21_14_020_36_339,1975551,PIW24244.1,204
Sulfurimonas sp. CG01_land_8_20_14_3_00_36_23,1975544,PIV59495.1,204
Sulfurimonas sp. CG02_land_8_20_14_3_00_36_67,1975545,PIV33905.1,204
Zetaproteobacteria bacterium CG02_land_8_20_14_3_00_50_9,1974121,PIV29503.1,215
Hydrogenophilales bacterium CG03_land_8_20_14_0_80_62_28,1974032,PIV23646.1,215
Gallionellales bacterium CG03_land_8_20_14_0_80_55_15,1974017,PIV15370.1,222
Sulfurimonas sp. CG03_land_8_20_14_0_80_36_25,1975546,PIV04552.1,204
Zetaproteobacteria bacterium CG03_land_8_20_14_0_80_59_51,1974122,PIU96873.1,234
Zetaproteobacteria bacterium CG06_land_8_20_14_3_00_59_53,1974123,PIU69562.1,234
Piscirickettsiaceae bacterium CG07_land_8_20_14_0_80_44_28,1974079,PIU38693.1,222
Sulfurimonas sp. CG07_land_8_20_14_0_80_36_56,1975547,PIU35945.1,204
Pseudomonas fluorescens,294,AXP06395.1,230
Pseudomonas parafulva,157782,AXO86531.1,253
