"","organism","TaxID","subgroup","level","RefSeq.FTP","tbl","prt"
"25877","Alteromonas mediterranea DE1",1004786,"Gammaproteobacteria","SAMN02604119","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/085/GCA_000310085.1_ASM31008v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/085/GCA_000310085.1_ASM31008v1/GCA_000310085.1_ASM31008v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/085/GCA_000310085.1_ASM31008v1/GCA_000310085.1_ASM31008v1_protein.faa.gz"
"225","Bordetella parapertussis Bpp5",1208660,"Betaproteobacteria","SAMEA2272448","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/935/GCA_000317935.1_ASM31793v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/935/GCA_000317935.1_ASM31793v1/GCA_000317935.1_ASM31793v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/935/GCA_000317935.1_ASM31793v1/GCA_000317935.1_ASM31793v1_protein.faa.gz"
"29359","Bordetella bronchiseptica MO149",1208658,"Betaproteobacteria","SAMEA2272800","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/955/GCA_000317955.1_ASM31795v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/955/GCA_000317955.1_ASM31795v1/GCA_000317955.1_ASM31795v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/955/GCA_000317955.1_ASM31795v1/GCA_000317955.1_ASM31795v1_protein.faa.gz"
"13850","Candidatus Berkiella cookevillensis",437022,"Gammaproteobacteria","SAMN03855808","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/431/315/GCA_001431315.1_ASM143131v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/431/315/GCA_001431315.1_ASM143131v1/GCA_001431315.1_ASM143131v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/431/315/GCA_001431315.1_ASM143131v1/GCA_001431315.1_ASM143131v1_protein.faa.gz"
"7280","Catenovulum maritimum",1513271,"Gammaproteobacteria","SAMN03481869","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/375/GCA_001050375.1_ASM105037v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/375/GCA_001050375.1_ASM105037v1/GCA_001050375.1_ASM105037v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/375/GCA_001050375.1_ASM105037v1/GCA_001050375.1_ASM105037v1_protein.faa.gz"
"6146","Halomonas meridiana",29570,"Gammaproteobacteria","SAMN03255752","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/943/375/GCA_000943375.1_ASM94337v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/943/375/GCA_000943375.1_ASM94337v1/GCA_000943375.1_ASM94337v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/943/375/GCA_000943375.1_ASM94337v1/GCA_000943375.1_ASM94337v1_protein.faa.gz"
"8930","Marinobacter nitratireducens",1137280,"Gammaproteobacteria","SAMN02854799","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/708/045/GCA_000708045.1_Marinobacter_sp._AK21","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/708/045/GCA_000708045.1_Marinobacter_sp._AK21/GCA_000708045.1_Marinobacter_sp._AK21_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/708/045/GCA_000708045.1_Marinobacter_sp._AK21/GCA_000708045.1_Marinobacter_sp._AK21_protein.faa.gz"
"3484","Pseudohaliea rubra DSM 19751",1265313,"Gammaproteobacteria","SAMN03076238","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/025/GCA_000764025.1_ASM76402v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/025/GCA_000764025.1_ASM76402v1/GCA_000764025.1_ASM76402v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/025/GCA_000764025.1_ASM76402v1/GCA_000764025.1_ASM76402v1_protein.faa.gz"
"27750","Catenovulum agarivorans DS-2",1328313,"Gammaproteobacteria","SAMN02952949","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/568/405/GCA_000568405.1_DS-2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/568/405/GCA_000568405.1_DS-2/GCA_000568405.1_DS-2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/568/405/GCA_000568405.1_DS-2/GCA_000568405.1_DS-2_protein.faa.gz"
"4492","Pseudoalteromonas lipolytica SCSIO 04301",1452721,"Gammaproteobacteria","SAMN02639474","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/675/GCA_000576675.1_SOAPdenovo2.04","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/675/GCA_000576675.1_SOAPdenovo2.04/GCA_000576675.1_SOAPdenovo2.04_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/675/GCA_000576675.1_SOAPdenovo2.04/GCA_000576675.1_SOAPdenovo2.04_protein.faa.gz"
"21940","Shewanella carassii",1987584,"Gammaproteobacteria","SAMN07080850","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/777/975/GCA_002777975.1_ASM277797v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/777/975/GCA_002777975.1_ASM277797v1/GCA_002777975.1_ASM277797v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/777/975/GCA_002777975.1_ASM277797v1/GCA_002777975.1_ASM277797v1_protein.faa.gz"
"30308","Marinomonas sp. BSi20584",1594462,"Gammaproteobacteria","SAMN03333110","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/792/415/GCA_002792415.1_ASM279241v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/792/415/GCA_002792415.1_ASM279241v1/GCA_002792415.1_ASM279241v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/792/415/GCA_002792415.1_ASM279241v1/GCA_002792415.1_ASM279241v1_protein.faa.gz"
"21609","Piscirickettsiaceae bacterium CG_4_9_14_0_2_um_filter_44_546",1974077,"Gammaproteobacteria","SAMN06659997","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/788/795/GCA_002788795.1_ASM278879v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/788/795/GCA_002788795.1_ASM278879v1/GCA_002788795.1_ASM278879v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/788/795/GCA_002788795.1_ASM278879v1/GCA_002788795.1_ASM278879v1_protein.faa.gz"
"21623","Zetaproteobacteria bacterium CG_4_9_14_0_2_um_filter_59_191",1974116,"Zetaproteobacteria","SAMN06660012","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/789/095/GCA_002789095.1_ASM278909v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/789/095/GCA_002789095.1_ASM278909v1/GCA_002789095.1_ASM278909v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/789/095/GCA_002789095.1_ASM278909v1/GCA_002789095.1_ASM278909v1_protein.faa.gz"
"21660","Comamonadaceae bacterium CG_4_9_14_3_um_filter_60_33",1973951,"Betaproteobacteria","SAMN06660054","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/789/915/GCA_002789915.1_ASM278991v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/789/915/GCA_002789915.1_ASM278991v1/GCA_002789915.1_ASM278991v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/789/915/GCA_002789915.1_ASM278991v1/GCA_002789915.1_ASM278991v1_protein.faa.gz"
"21713","Piscirickettsiaceae bacterium CG_4_9_14_3_um_filter_43_564",1974078,"Gammaproteobacteria","SAMN06660107","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/790/975/GCA_002790975.1_ASM279097v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/790/975/GCA_002790975.1_ASM279097v1/GCA_002790975.1_ASM279097v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/790/975/GCA_002790975.1_ASM279097v1/GCA_002790975.1_ASM279097v1_protein.faa.gz"
"21741","Zetaproteobacteria bacterium CG_4_9_14_3_um_filter_53_7",1974119,"Zetaproteobacteria","SAMN06660136","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/791/535/GCA_002791535.1_ASM279153v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/791/535/GCA_002791535.1_ASM279153v1/GCA_002791535.1_ASM279153v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/791/535/GCA_002791535.1_ASM279153v1/GCA_002791535.1_ASM279153v1_protein.faa.gz"
"21785","Piscirickettsiaceae bacterium CG_4_10_14_0_2_um_filter_44_336",1974073,"Gammaproteobacteria","SAMN06659758","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/792/475/GCA_002792475.1_ASM279247v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/792/475/GCA_002792475.1_ASM279247v1/GCA_002792475.1_ASM279247v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/792/475/GCA_002792475.1_ASM279247v1/GCA_002792475.1_ASM279247v1_protein.faa.gz"
"21423","Hydrogenophilales bacterium CG_4_10_14_0_8_um_filter_62_70",1974026,"Hydrogenophilalia","SAMN06659814","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/785/145/GCA_002785145.1_ASM278514v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/785/145/GCA_002785145.1_ASM278514v1/GCA_002785145.1_ASM278514v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/785/145/GCA_002785145.1_ASM278514v1/GCA_002785145.1_ASM278514v1_protein.faa.gz"
"21390","Piscirickettsiaceae bacterium CG_4_10_14_0_8_um_filter_44_742",1974074,"Gammaproteobacteria","SAMN06659834","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/485/GCA_002784485.1_ASM278448v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/485/GCA_002784485.1_ASM278448v1/GCA_002784485.1_ASM278448v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/485/GCA_002784485.1_ASM278448v1/GCA_002784485.1_ASM278448v1_protein.faa.gz"
"21410","Zetaproteobacteria bacterium CG_4_10_14_0_8_um_filter_59_127",1974113,"Zetaproteobacteria","SAMN06659852","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/885/GCA_002784885.1_ASM278488v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/885/GCA_002784885.1_ASM278488v1/GCA_002784885.1_ASM278488v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/885/GCA_002784885.1_ASM278488v1/GCA_002784885.1_ASM278488v1_protein.faa.gz"
"21406","Comamonadaceae bacterium CG_4_10_14_3_um_filter_60_42",1973947,"Betaproteobacteria","SAMN06659859","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/775/GCA_002784775.1_ASM278477v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/775/GCA_002784775.1_ASM278477v1/GCA_002784775.1_ASM278477v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/775/GCA_002784775.1_ASM278477v1/GCA_002784775.1_ASM278477v1_protein.faa.gz"
"21322","Piscirickettsiaceae bacterium CG_4_10_14_3_um_filter_44_349",1974075,"Gammaproteobacteria","SAMN06659886","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/055/GCA_002783055.1_ASM278305v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/055/GCA_002783055.1_ASM278305v1/GCA_002783055.1_ASM278305v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/055/GCA_002783055.1_ASM278305v1/GCA_002783055.1_ASM278305v1_protein.faa.gz"
"21347","Piscirickettsiaceae bacterium CG_4_8_14_3_um_filter_44_38",1974076,"Gammaproteobacteria","SAMN06659950","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/565/GCA_002783565.1_ASM278356v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/565/GCA_002783565.1_ASM278356v1/GCA_002783565.1_ASM278356v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/565/GCA_002783565.1_ASM278356v1/GCA_002783565.1_ASM278356v1_protein.faa.gz"
"21267","Piscirickettsiaceae bacterium CG12_big_fil_rev_8_21_14_0_65_44_934",1974080,"Gammaproteobacteria","SAMN06659563","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/781/925/GCA_002781925.1_ASM278192v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/781/925/GCA_002781925.1_ASM278192v1/GCA_002781925.1_ASM278192v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/781/925/GCA_002781925.1_ASM278192v1/GCA_002781925.1_ASM278192v1_protein.faa.gz"
"21213","Hydrogenophilales bacterium CG03_land_8_20_14_0_80_62_28",1974032,"Hydrogenophilalia","SAMN06659188","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/780/735/GCA_002780735.1_ASM278073v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/780/735/GCA_002780735.1_ASM278073v1/GCA_002780735.1_ASM278073v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/780/735/GCA_002780735.1_ASM278073v1/GCA_002780735.1_ASM278073v1_protein.faa.gz"
"21178","Zetaproteobacteria bacterium CG03_land_8_20_14_0_80_59_51",1974122,"Zetaproteobacteria","SAMN06659211","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/779/855/GCA_002779855.1_ASM277985v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/779/855/GCA_002779855.1_ASM277985v1/GCA_002779855.1_ASM277985v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/779/855/GCA_002779855.1_ASM277985v1/GCA_002779855.1_ASM277985v1_protein.faa.gz"
"21166","Zetaproteobacteria bacterium CG06_land_8_20_14_3_00_59_53",1974123,"Zetaproteobacteria","SAMN06659231","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/779/605/GCA_002779605.1_ASM277960v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/779/605/GCA_002779605.1_ASM277960v1/GCA_002779605.1_ASM277960v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/779/605/GCA_002779605.1_ASM277960v1/GCA_002779605.1_ASM277960v1_protein.faa.gz"
"21185","Piscirickettsiaceae bacterium CG07_land_8_20_14_0_80_44_28",1974079,"Gammaproteobacteria","SAMN06659250","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/779/995/GCA_002779995.1_ASM277999v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/779/995/GCA_002779995.1_ASM277999v1/GCA_002779995.1_ASM277999v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/779/995/GCA_002779995.1_ASM277999v1/GCA_002779995.1_ASM277999v1_protein.faa.gz"
"21533","Zetaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_59_439",1974125,"Zetaproteobacteria","SAMN06659546","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/786/925/GCA_002786925.1_ASM278692v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/786/925/GCA_002786925.1_ASM278692v1/GCA_002786925.1_ASM278692v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/786/925/GCA_002786925.1_ASM278692v1/GCA_002786925.1_ASM278692v1_protein.faa.gz"
"21527","Piscirickettsiaceae bacterium CG18_big_fil_WC_8_21_14_2_50_44_103",1974081,"Gammaproteobacteria","SAMN06659623","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/786/735/GCA_002786735.1_ASM278673v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/786/735/GCA_002786735.1_ASM278673v1/GCA_002786735.1_ASM278673v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/786/735/GCA_002786735.1_ASM278673v1/GCA_002786735.1_ASM278673v1_protein.faa.gz"
"20951","Zetaproteobacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_59_86",1974130,"Zetaproteobacteria","SAMN06659706","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/771/735/GCA_002771735.1_ASM277173v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/771/735/GCA_002771735.1_ASM277173v1/GCA_002771735.1_ASM277173v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/771/735/GCA_002771735.1_ASM277173v1/GCA_002771735.1_ASM277173v1_protein.faa.gz"
"28504","Starkeya novella",921,"Alphaproteobacteria","SAMN07426527","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/241/485/GCA_003241485.1_ASM324148v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/241/485/GCA_003241485.1_ASM324148v1/GCA_003241485.1_ASM324148v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/241/485/GCA_003241485.1_ASM324148v1/GCA_003241485.1_ASM324148v1_protein.faa.gz"
"40716","Methylobacterium sp. XJLM",1826873,"Alphaproteobacteria","SAMN04590024","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/254/375/GCA_003254375.1_ASM325437v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/254/375/GCA_003254375.1_ASM325437v1/GCA_003254375.1_ASM325437v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/254/375/GCA_003254375.1_ASM325437v1/GCA_003254375.1_ASM325437v1_protein.faa.gz"
"38207","Methylobacterium sp. 17Sr1-28",2202827,"Alphaproteobacteria","SAMN09235361","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/173/755/GCA_003173755.1_ASM317375v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/173/755/GCA_003173755.1_ASM317375v1/GCA_003173755.1_ASM317375v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/173/755/GCA_003173755.1_ASM317375v1/GCA_003173755.1_ASM317375v1_protein.faa.gz"
"36838","Methylobacterium sp. 17Sr1-43",2202828,"Alphaproteobacteria","SAMN09235362","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/173/735/GCA_003173735.1_ASM317373v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/173/735/GCA_003173735.1_ASM317373v1/GCA_003173735.1_ASM317373v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/173/735/GCA_003173735.1_ASM317373v1/GCA_003173735.1_ASM317373v1_protein.faa.gz"
"23257","Methylobacterium organophilum",410,"Alphaproteobacteria","SAMN08769567","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/096/615/GCA_003096615.1_ASM309661v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/096/615/GCA_003096615.1_ASM309661v1/GCA_003096615.1_ASM309661v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/096/615/GCA_003096615.1_ASM309661v1/GCA_003096615.1_ASM309661v1_protein.faa.gz"
"23146","Bradyrhizobium algeriense",634784,"Alphaproteobacteria","SAMN08690532","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/062/295/GCA_003062295.1_ASM306229v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/062/295/GCA_003062295.1_ASM306229v1/GCA_003062295.1_ASM306229v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/062/295/GCA_003062295.1_ASM306229v1/GCA_003062295.1_ASM306229v1_protein.faa.gz"
"28105","Rhizobium tropici",398,"Alphaproteobacteria","SAMN02787119","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/905/GCA_000799905.1_ASM79990v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/905/GCA_000799905.1_ASM79990v1/GCA_000799905.1_ASM79990v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/905/GCA_000799905.1_ASM79990v1/GCA_000799905.1_ASM79990v1_protein.faa.gz"
"29957","Vibrio nigripulchritudo Wn13",1238451,"Gammaproteobacteria","SAMEA3139038","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/605/GCA_000723605.1_ASP_PRJEB564_v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/605/GCA_000723605.1_ASP_PRJEB564_v1/GCA_000723605.1_ASP_PRJEB564_v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/605/GCA_000723605.1_ASP_PRJEB564_v1/GCA_000723605.1_ASP_PRJEB564_v1_protein.faa.gz"
"33577","Vibrio nigripulchritudo SOn1",1238450,"Gammaproteobacteria","SAMEA3139046","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/765/GCA_000723765.1_ASP_PRJEB563_v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/765/GCA_000723765.1_ASP_PRJEB563_v1/GCA_000723765.1_ASP_PRJEB563_v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/765/GCA_000723765.1_ASP_PRJEB563_v1/GCA_000723765.1_ASP_PRJEB563_v1_protein.faa.gz"
"34827","Vibrio nigripulchritudo SO65",1238449,"Gammaproteobacteria","SAMEA3139048","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/805/GCA_000723805.1_ASP_PRJEB562_v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/805/GCA_000723805.1_ASP_PRJEB562_v1/GCA_000723805.1_ASP_PRJEB562_v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/805/GCA_000723805.1_ASP_PRJEB562_v1/GCA_000723805.1_ASP_PRJEB562_v1_protein.faa.gz"
"28169","Vibrio nigripulchritudo MADA3029",1238444,"Gammaproteobacteria","SAMEA3139032","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/485/GCA_000723485.1_ASP_PRJEB557_v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/485/GCA_000723485.1_ASP_PRJEB557_v1/GCA_000723485.1_ASP_PRJEB557_v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/485/GCA_000723485.1_ASP_PRJEB557_v1/GCA_000723485.1_ASP_PRJEB557_v1_protein.faa.gz"
"42705","Vibrio nigripulchritudo FTn2",1238441,"Gammaproteobacteria","SAMEA3146319","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/655/GCA_001050655.1_ASM105065v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/655/GCA_001050655.1_ASM105065v1/GCA_001050655.1_ASM105065v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/655/GCA_001050655.1_ASM105065v1/GCA_001050655.1_ASM105065v1_protein.faa.gz"
"41926","Vibrio nigripulchritudo ENn2",1238432,"Gammaproteobacteria","SAMEA3146274","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/635/GCA_001050635.1_ASM105063v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/635/GCA_001050635.1_ASM105063v1/GCA_001050635.1_ASM105063v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/635/GCA_001050635.1_ASM105063v1/GCA_001050635.1_ASM105063v1_protein.faa.gz"
"40570","Vibrio nigripulchritudo BLFn1",1238431,"Gammaproteobacteria","SAMEA3146331","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/615/GCA_001050615.1_ASM105061v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/615/GCA_001050615.1_ASM105061v1/GCA_001050615.1_ASM105061v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/615/GCA_001050615.1_ASM105061v1/GCA_001050615.1_ASM105061v1_protein.faa.gz"
"39684","Vibrio nigripulchritudo AM115",1238430,"Gammaproteobacteria","SAMEA3146250","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/595/GCA_001050595.1_ASM105059v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/595/GCA_001050595.1_ASM105059v1/GCA_001050595.1_ASM105059v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/595/GCA_001050595.1_ASM105059v1/GCA_001050595.1_ASM105059v1_protein.faa.gz"
"23182","Candidatus Pectobacterium maceratum",2163650,"Gammaproteobacteria","SAMN07811812","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/921/205/GCA_002921205.1_ASM292120v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/921/205/GCA_002921205.1_ASM292120v1/GCA_002921205.1_ASM292120v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/921/205/GCA_002921205.1_ASM292120v1/GCA_002921205.1_ASM292120v1_protein.faa.gz"
"39425","Chromobacterium sp. MWU13-2610",2077146,"Betaproteobacteria","SAMN08383977","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/902/845/GCA_002902845.1_ASM290284v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/902/845/GCA_002902845.1_ASM290284v1/GCA_002902845.1_ASM290284v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/902/845/GCA_002902845.1_ASM290284v1/GCA_002902845.1_ASM290284v1_protein.faa.gz"
